                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.99666,                 0.4804,                 1.6689,                0.89964,                0.91784,                0.91623,                0.69736,                 2.0683,                 1.3524,                  2.167,               0.004786,               0.004786,               0.004786
                     81,                0.99029,                0.47954,                  1.664,                0.90652,                0.91419,                0.92112,                0.69937,                 2.0766,                 1.3237,                 2.1826,                0.00472,                0.00472,                0.00472
                     82,                 0.9946,                 0.4852,                 1.6643,                0.90997,                0.91677,                0.92486,                0.69784,                 2.0672,                 1.3279,                 2.1704,               0.004654,               0.004654,               0.004654
                     83,                0.98038,                0.47593,                 1.6594,                0.91038,                0.91028,                0.91895,                 0.6993,                 2.0647,                 1.3499,                 2.1672,               0.004588,               0.004588,               0.004588
                     84,                0.96704,                0.47135,                 1.6562,                0.91106,                0.92257,                0.92248,                0.70062,                 2.0733,                  1.324,                 2.1923,               0.004522,               0.004522,               0.004522
                     85,                0.97199,                0.47575,                 1.6596,                0.90658,                0.91758,                0.91606,                0.69828,                  2.068,                 1.3756,                 2.1801,               0.004456,               0.004456,               0.004456
                     86,                0.96156,                0.46728,                 1.6575,                0.90702,                0.92089,                0.92069,                0.70191,                  2.054,                 1.3397,                 2.1765,                0.00439,                0.00439,                0.00439
                     87,                0.95705,                 0.4679,                 1.6583,                0.91168,                0.91633,                0.91111,                0.69565,                 2.0598,                 1.3859,                  2.172,               0.004324,               0.004324,               0.004324
                     88,                0.94541,                 0.4626,                 1.6534,                0.91208,                0.91337,                0.91216,                0.69575,                 2.0566,                 1.3917,                 2.1732,               0.004258,               0.004258,               0.004258
                     89,                0.94817,                0.46328,                 1.6523,                 0.9103,                0.91541,                0.91508,                0.69743,                 2.0588,                  1.382,                 2.1737,               0.004192,               0.004192,               0.004192
                     90,                 0.9364,                0.46138,                 1.6528,                0.91102,                 0.9218,                0.91949,                0.70288,                 2.0533,                 1.3119,                 2.1754,               0.004126,               0.004126,               0.004126
                     91,                0.93653,                0.45624,                 1.6496,                0.91426,                0.91711,                0.91504,                0.69754,                 2.0561,                 1.3512,                  2.177,                0.00406,                0.00406,                0.00406
                     92,                 0.9234,                0.45016,                 1.6461,                0.90826,                0.92595,                0.91684,                0.70055,                 2.0435,                 1.3209,                 2.1695,               0.003994,               0.003994,               0.003994
                     93,                0.90417,                0.44068,                 1.6447,                0.91058,                0.92304,                0.91979,                  0.703,                 2.0611,                 1.3026,                   2.18,               0.003928,               0.003928,               0.003928
                     94,                0.90309,                0.44042,                 1.6454,                0.91623,                0.91849,                0.92276,                0.70743,                 2.0468,                 1.3139,                 2.1639,               0.003862,               0.003862,               0.003862
                     95,                0.89437,                0.43993,                 1.6425,                0.91096,                0.91979,                0.91587,                0.70219,                 2.0439,                 1.3498,                 2.1638,               0.003796,               0.003796,               0.003796
                     96,                0.88451,                0.43301,                 1.6409,                0.91226,                0.92192,                0.91798,                0.70286,                  2.042,                 1.3452,                 2.1674,                0.00373,                0.00373,                0.00373
                     97,                0.87502,                0.42843,                  1.634,                0.91067,                0.91756,                0.91694,                0.70094,                 2.0493,                 1.4104,                 2.1708,               0.003664,               0.003664,               0.003664
