                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.89357,                0.43331,                 1.6402,                0.91459,                 0.9214,                0.91905,                0.69867,                 2.0469,                 1.3342,                  2.178,               0.003796,               0.003796,               0.003796
                     96,                0.88324,                0.43248,                  1.639,                0.92058,                0.92246,                 0.9174,                0.69809,                  2.052,                 1.3465,                 2.1848,                0.00373,                0.00373,                0.00373
                     97,                0.87488,                0.42717,                 1.6325,                0.91752,                0.92015,                0.91758,                0.69812,                 2.0546,                 1.3856,                 2.1876,               0.003664,               0.003664,               0.003664
                     98,                0.87413,                0.43113,                 1.6352,                0.91541,                0.92082,                0.91808,                0.69527,                 2.0726,                  1.355,                 2.1997,               0.003598,               0.003598,               0.003598
                     99,                0.88206,                0.43286,                  1.639,                0.91446,                0.91943,                0.92067,                0.69972,                 2.0635,                 1.3575,                 2.1965,               0.003532,               0.003532,               0.003532
                    100,                0.85978,                0.42457,                 1.6332,                0.90941,                0.92535,                0.91662,                0.69608,                  2.049,                 1.3244,                 2.1905,               0.003466,               0.003466,               0.003466
                    101,                0.84998,                0.42165,                 1.6339,                0.91296,                0.91959,                0.91373,                0.69746,                 2.0422,                 1.3645,                 2.1871,                 0.0034,                 0.0034,                 0.0034
                    102,                0.85457,                0.41609,                 1.6315,                0.91362,                0.92484,                0.91576,                0.69791,                  2.047,                 1.3751,                 2.1897,               0.003334,               0.003334,               0.003334
                    103,                0.86574,                0.42565,                 1.6355,                0.91633,                0.92305,                0.91722,                0.69911,                 2.0382,                  1.367,                 2.1957,               0.003268,               0.003268,               0.003268
                    104,                0.85073,                0.41522,                 1.6315,                0.91755,                0.92032,                0.91943,                0.70096,                 2.0345,                 1.3565,                  2.203,               0.003202,               0.003202,               0.003202
                    105,                0.83935,                0.41162,                 1.6324,                 0.9162,                0.92542,                0.91534,                0.69785,                 2.0376,                 1.3693,                 2.2071,               0.003136,               0.003136,               0.003136
                    106,                0.84211,                0.41471,                   1.63,                0.91359,                0.91872,                 0.9144,                0.69706,                 2.0316,                 1.3883,                 2.1943,                0.00307,                0.00307,                0.00307
                    107,                0.83253,                0.41113,                 1.6303,                0.91176,                0.92001,                0.91325,                0.69574,                  2.041,                 1.3913,                 2.1998,               0.003004,               0.003004,               0.003004
                    108,                 0.8273,                0.40732,                 1.6253,                0.91054,                0.92483,                0.91795,                0.69889,                 2.0385,                 1.3524,                 2.1921,               0.002938,               0.002938,               0.002938
                    109,                0.81643,                0.40467,                 1.6266,                0.91467,                0.92349,                0.92001,                0.70199,                 2.0391,                  1.392,                 2.1967,               0.002872,               0.002872,               0.002872
                    110,                0.82534,                0.40785,                  1.628,                0.91526,                0.92283,                0.91445,                0.69939,                 2.0332,                 1.4143,                 2.1879,               0.002806,               0.002806,               0.002806
                    111,                0.82336,                 0.4069,                 1.6287,                0.91506,                0.91838,                0.91446,                0.69741,                 2.0366,                 1.4236,                 2.2038,                0.00274,                0.00274,                0.00274
                    112,                0.80839,                0.40033,                 1.6242,                0.91395,                0.92218,                0.91749,                0.69918,                 2.0404,                 1.4006,                 2.2061,               0.002674,               0.002674,               0.002674
                    113,                0.80387,                0.39679,                 1.6219,                0.91256,                0.92025,                0.91715,                0.69996,                 2.0358,                 1.4147,                 2.2067,               0.002608,               0.002608,               0.002608
                    114,                0.79945,                 0.3978,                 1.6244,                0.91198,                0.91742,                0.91284,                0.69771,                 2.0315,                 1.4048,                 2.2058,               0.002542,               0.002542,               0.002542
                    115,                 0.8056,                0.39756,                 1.6219,                0.91269,                0.92321,                0.91475,                0.69736,                 2.0408,                 1.4074,                 2.2046,               0.002476,               0.002476,               0.002476
                    116,                0.78535,                0.38977,                 1.6153,                0.91748,                0.92071,                0.92113,                0.70099,                 2.0399,                 1.3921,                 2.2036,                0.00241,                0.00241,                0.00241
