                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                 1.1208,                0.54166,                 1.6934,                0.90163,                0.91707,                 0.9117,                0.69419,                 2.0421,                 1.3447,                 2.1096,               0.003994,               0.003994,               0.003994
                     93,                 1.1043,                0.53957,                 1.6948,                0.90241,                0.92212,                0.91453,                0.69464,                 2.0588,                 1.2989,                 2.1207,               0.003928,               0.003928,               0.003928
                     94,                 1.1011,                0.53596,                 1.6925,                0.90806,                0.91726,                0.91213,                0.69546,                 2.0572,                  1.306,                 2.1148,               0.003862,               0.003862,               0.003862
                     95,                  1.101,                0.53653,                 1.6913,                0.90409,                0.91112,                0.91255,                  0.693,                 2.0559,                 1.3297,                   2.13,               0.003796,               0.003796,               0.003796
                     96,                 1.0837,                0.53143,                 1.6867,                0.90858,                0.92139,                0.91151,                0.69404,                  2.037,                 1.2812,                 2.1157,                0.00373,                0.00373,                0.00373
                     97,                  1.075,                0.52487,                 1.6804,                0.90531,                0.91752,                0.91116,                 0.6941,                 2.0467,                 1.3226,                 2.1185,               0.003664,               0.003664,               0.003664
                     98,                 1.0637,                0.52382,                 1.6812,                0.90149,                0.91975,                0.90731,                0.69099,                 2.0489,                 1.3136,                  2.123,               0.003598,               0.003598,               0.003598
                     99,                 1.0782,                0.52899,                 1.6863,                0.90598,                0.91648,                0.91083,                0.69502,                  2.036,                 1.3072,                 2.1254,               0.003532,               0.003532,               0.003532
                    100,                 1.0522,                0.51702,                 1.6793,                0.90942,                0.91681,                 0.9135,                0.69662,                 2.0383,                 1.3063,                 2.1212,               0.003466,               0.003466,               0.003466
                    101,                 1.0364,                0.51567,                 1.6785,                0.91067,                0.91604,                0.91463,                0.69788,                 2.0288,                 1.2949,                 2.1216,                 0.0034,                 0.0034,                 0.0034
                    102,                 1.0512,                0.51452,                 1.6794,                0.90994,                0.92087,                0.91736,                0.69937,                 2.0324,                 1.2869,                 2.1231,               0.003334,               0.003334,               0.003334
                    103,                 1.0563,                0.52365,                 1.6819,                0.91394,                0.92024,                0.91836,                0.69845,                 2.0314,                 1.2593,                 2.1252,               0.003268,               0.003268,               0.003268
                    104,                 1.0402,                0.51166,                 1.6763,                 0.9052,                 0.9254,                0.91885,                 0.6995,                 2.0318,                 1.2856,                 2.1231,               0.003202,               0.003202,               0.003202
                    105,                 1.0282,                0.50772,                 1.6776,                0.91047,                0.91969,                0.91781,                0.70006,                 2.0332,                 1.3092,                 2.1265,               0.003136,               0.003136,               0.003136
                    106,                 1.0272,                0.51037,                 1.6734,                0.90591,                0.91465,                0.91273,                0.69451,                 2.0376,                 1.3361,                  2.128,                0.00307,                0.00307,                0.00307
                    107,                  1.015,                  0.502,                 1.6731,                0.90969,                0.91923,                 0.9123,                0.69387,                 2.0457,                 1.3182,                 2.1393,               0.003004,               0.003004,               0.003004
                    108,                 1.0068,                 0.5029,                  1.666,                 0.9045,                0.92467,                0.91339,                0.69673,                 2.0331,                 1.3032,                 2.1303,               0.002938,               0.002938,               0.002938
                    109,                0.99398,                0.49287,                 1.6683,                0.90537,                0.91546,                0.91366,                0.69619,                 2.0352,                 1.3413,                 2.1352,               0.002872,               0.002872,               0.002872
                    110,                  1.002,                0.49527,                 1.6694,                 0.9094,                0.91652,                0.91398,                  0.698,                 2.0298,                 1.3414,                 2.1259,               0.002806,               0.002806,               0.002806
                    111,                0.99856,                0.49633,                  1.668,                0.91062,                0.92096,                0.91325,                0.69591,                 2.0402,                 1.3269,                 2.1326,                0.00274,                0.00274,                0.00274
                    112,                 0.9846,                 0.4901,                 1.6651,                  0.908,                0.92221,                0.91041,                 0.6944,                 2.0379,                 1.3351,                  2.136,               0.002674,               0.002674,               0.002674
                    113,                0.97635,                0.48299,                 1.6617,                0.90931,                0.92017,                0.91081,                0.69527,                 2.0327,                 1.3352,                 2.1306,               0.002608,               0.002608,               0.002608
                    114,                0.97113,                  0.483,                  1.664,                0.91299,                0.91972,                0.91215,                0.69614,                 2.0341,                 1.3311,                 2.1353,               0.002542,               0.002542,               0.002542
                    115,                 0.9739,                0.48434,                 1.6598,                0.90118,                0.92758,                 0.9121,                 0.6938,                 2.0469,                 1.3269,                 2.1451,               0.002476,               0.002476,               0.002476
                    116,                0.95521,                0.47507,                 1.6528,                0.91252,                0.92151,                0.91425,                0.69769,                  2.036,                 1.3274,                 2.1323,                0.00241,                0.00241,                0.00241
                    117,                0.95117,                 0.4775,                 1.6592,                0.90547,                0.92215,                0.91368,                0.69729,                 2.0297,                 1.3316,                 2.1287,               0.002344,               0.002344,               0.002344
                    118,                0.95909,                0.48284,                 1.6611,                0.90639,                0.92278,                0.91336,                0.69701,                 2.0351,                 1.3404,                 2.1334,               0.002278,               0.002278,               0.002278
                    119,                0.93005,                0.46295,                 1.6526,                 0.9125,                0.92196,                0.91645,                0.69863,                  2.033,                 1.3207,                  2.135,               0.002212,               0.002212,               0.002212
                    120,                0.92936,                0.46624,                 1.6503,                0.90687,                0.92663,                0.91719,                0.69839,                 2.0358,                 1.3154,                 2.1397,               0.002146,               0.002146,               0.002146
