                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    131,                 1.2974,                0.60952,                  1.743,                0.90624,                0.91281,                 0.9179,                0.69208,                 2.0555,                 1.2905,                 2.1316,                0.00142,                0.00142,                0.00142
                    132,                 1.2956,                0.60795,                 1.7441,                0.90415,                 0.9161,                0.91958,                0.69299,                 2.0583,                 1.2828,                 2.1339,               0.001354,               0.001354,               0.001354
                    133,                 1.2879,                  0.605,                  1.741,                0.90926,                0.91502,                0.91906,                0.69328,                  2.058,                 1.2865,                 2.1357,               0.001288,               0.001288,               0.001288
                    134,                 1.2898,                0.60282,                 1.7406,                0.91306,                0.91156,                 0.9201,                0.69489,                 2.0542,                 1.2844,                 2.1361,               0.001222,               0.001222,               0.001222
                    135,                 1.2725,                0.59991,                 1.7371,                0.91019,                0.91562,                0.91914,                 0.6925,                 2.0562,                 1.2909,                  2.136,               0.001156,               0.001156,               0.001156
                    136,                 1.2632,                0.59445,                 1.7343,                0.91397,                0.91331,                 0.9205,                0.69403,                 2.0556,                 1.2904,                 2.1397,                0.00109,                0.00109,                0.00109
                    137,                 1.2689,                0.59951,                 1.7411,                0.90747,                0.91713,                0.92064,                0.69348,                 2.0559,                 1.2909,                 2.1386,               0.001024,               0.001024,               0.001024
                    138,                 1.2584,                0.60078,                 1.7373,                0.90427,                0.91857,                0.91907,                0.69255,                 2.0548,                 1.2904,                 2.1393,               0.000958,               0.000958,               0.000958
                    139,                 1.2552,                 0.5924,                 1.7327,                 0.9084,                 0.9191,                0.91924,                 0.6939,                 2.0561,                 1.2873,                 2.1389,               0.000892,               0.000892,               0.000892
                    140,                 1.2444,                0.58438,                 1.7286,                0.90391,                0.91894,                0.91704,                0.69117,                 2.0563,                 1.3074,                  2.139,               0.000826,               0.000826,               0.000826
                    141,                 1.2427,                 0.5829,                 1.7266,                0.90393,                0.91813,                0.91845,                0.69241,                 2.0549,                 1.3027,                   2.14,                0.00076,                0.00076,                0.00076
                    142,                 1.2418,                0.58485,                  1.728,                0.91326,                 0.9088,                0.91661,                0.69216,                  2.053,                 1.3058,                 2.1396,               0.000694,               0.000694,               0.000694
                    143,                 1.2356,                0.58216,                 1.7337,                0.91039,                0.91491,                0.91716,                0.69171,                 2.0536,                 1.3087,                 2.1401,               0.000628,               0.000628,               0.000628
                    144,                  1.229,                  0.579,                 1.7276,                 0.9084,                0.91389,                 0.9192,                0.69363,                 2.0544,                 1.3137,                  2.142,               0.000562,               0.000562,               0.000562
                    145,                  1.222,                0.57599,                 1.7267,                0.91027,                0.91304,                0.91909,                0.69359,                 2.0571,                 1.3197,                  2.142,               0.000496,               0.000496,               0.000496
                    146,                 1.2101,                0.57211,                 1.7222,                0.90911,                0.91415,                0.91827,                0.69336,                 2.0594,                 1.3336,                 2.1417,                0.00043,                0.00043,                0.00043
                    147,                 1.2157,                0.57488,                 1.7213,                0.90569,                0.91496,                0.91807,                0.69377,                  2.059,                 1.3322,                 2.1401,               0.000364,               0.000364,               0.000364
                    148,                 1.2321,                0.58445,                 1.7282,                  0.907,                0.91621,                0.91727,                0.69296,                  2.061,                 1.3336,                 2.1404,               0.000298,               0.000298,               0.000298
                    149,                 1.2116,                0.57305,                 1.7173,                0.90687,                0.91424,                0.91787,                0.69277,                 2.0619,                 1.3309,                 2.1416,               0.000232,               0.000232,               0.000232
                    150,                  1.217,                0.57671,                  1.722,                 0.9076,                0.91522,                0.91743,                 0.6923,                 2.0629,                  1.335,                 2.1418,               0.000166,               0.000166,               0.000166
